,airline_name,journey_date,journey_day,source,destination,departure_time,arrival_time,duration,total_stops,fare
2587,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,12:20,17:40,5h 20m,1 Stop,"5,943"
2588,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:30,13:20,6h 50m,1 Stop,"5,943"
2589,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:05,16:55,6h 50m,1 Stop,"5,943"
2590,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:05,14:15,7h 10m,1 Stop,"5,943"
2591,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,12:55,20:10,7h 15m,1 Stop,"5,943"
2592,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,14:05,21:55,7h 50m,1 Stop,"5,943"
2593,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,11:45,20:00,8h 15m,1 Stop,"5,943"
2594,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:50,15:30,8h 40m,1 Stop,"5,943"
2595,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:15,15:30,9h 15m,1 Stop,"5,943"
2596,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:05,16:55,9h 50m,1 Stop,"5,943"
2597,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:05,20:00,9h 55m,1 Stop,"5,943"
2598,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,11:30,21:55,10h 25m,1 Stop,"5,943"
2599,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:45,17:40,6h 55m,2 Stop(s),"5,996"
2600,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:50,17:40,10h 50m,2 Stop(s),"5,996"
2601,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:15,17:40,11h 25m,2 Stop(s),"5,996"
2602,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:35,13:20,5h 45m,1 Stop,"6,920"
2603,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,21:30,"16:35
+ 1 day",19h 05m,2 Stop(s),"8,096"
2604,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:00,"16:35
+ 1 day",21h 35m,2 Stop(s),"8,096"
2605,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,18:00,"16:35
+ 1 day",22h 35m,2 Stop(s),"8,096"
2606,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,16:00,"16:35
+ 1 day",24h 35m,2 Stop(s),"8,096"
2607,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,15:35,"16:35
+ 1 day",25h 00m,3 Stop(s),"8,096"
2608,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,08:30,14:40,6h 10m,1 Stop,"8,384"
2609,IndiGo,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:55,14:40,7h 45m,1 Stop,"8,384"
2610,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:25,14:50,4h 25m,1 Stop,"8,451"
2611,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,08:45,14:50,6h 05m,1 Stop,"8,451"
2612,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:30,14:50,8h 20m,1 Stop,"8,451"
2613,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,06:00,14:50,8h 50m,1 Stop,"8,451"
2614,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,22:45,"07:40
+ 1 day",8h 55m,1 Stop,"8,451"
2615,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:55,"07:40
+ 1 day",10h 45m,1 Stop,"8,451"
2616,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:45,"07:40
+ 1 day",11h 55m,1 Stop,"8,451"
2617,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,18:30,"07:40
+ 1 day",13h 10m,1 Stop,"8,451"
2618,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,15:45,"07:40
+ 1 day",15h 55m,1 Stop,"8,451"
2619,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,22:45,"14:50
+ 1 day",16h 05m,1 Stop,"8,451"
2620,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,14:40,"07:40
+ 1 day",17h 00m,1 Stop,"8,451"
2621,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:55,"14:50
+ 1 day",17h 55m,1 Stop,"8,451"
2622,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:45,"14:50
+ 1 day",19h 05m,1 Stop,"8,451"
2623,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,12:25,"07:40
+ 1 day",19h 15m,1 Stop,"8,451"
2624,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,18:30,"14:50
+ 1 day",20h 20m,1 Stop,"8,451"
2625,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:55,"18:40
+ 1 day",21h 45m,1 Stop,"8,451"
2626,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:45,"18:40
+ 1 day",22h 55m,1 Stop,"8,451"
2627,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,15:45,"14:50
+ 1 day",23h 05m,1 Stop,"8,451"
2628,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,14:40,"14:50
+ 1 day",24h 10m,1 Stop,"8,451"
2629,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,08:00,14:00,6h 00m,1 Stop,"9,201"
2630,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:05,14:00,6h 55m,2 Stop(s),"9,201"
2631,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,21:30,"08:15
+ 1 day",10h 45m,1 Stop,"9,201"
2632,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:00,"08:15
+ 1 day",13h 15m,1 Stop,"9,201"
2633,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,18:00,"08:15
+ 1 day",14h 15m,1 Stop,"9,201"
2634,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,16:00,"08:15
+ 1 day",16h 15m,1 Stop,"9,201"
2635,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,15:35,"08:15
+ 1 day",16h 40m,2 Stop(s),"9,201"
2636,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,21:30,"19:40
+ 1 day",22h 10m,1 Stop,"9,201"
2637,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:00,"08:15
+ 1 day",22h 15m,1 Stop,"9,201"
2638,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,08:00,"08:15
+ 1 day",24h 15m,1 Stop,"9,201"
2639,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:00,"19:40
+ 1 day",24h 40m,1 Stop,"9,201"
2640,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:05,"08:15
+ 1 day",25h 10m,2 Stop(s),"9,201"
2641,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,18:00,"19:40
+ 1 day",25h 40m,1 Stop,"9,201"
2642,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,15:35,"19:40
+ 1 day",28h 05m,2 Stop(s),"9,201"
2643,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:20,"19:40
+ 1 day",24h 20m,2 Stop(s),"9,538"
2644,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:20,"14:50
+ 1 day",19h 30m,2 Stop(s),"9,965"
2645,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,19:20,"14:50
+ 1 day",19h 30m,2 Stop(s),"9,965"
2646,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2647,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2648,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2649,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,11:10,"16:35
+ 1 day",29h 25m,3 Stop(s),"10,301"
2650,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,05:35,14:00,8h 25m,3 Stop(s),"11,154"
2651,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,05:35,"08:15
+ 1 day",26h 40m,3 Stop(s),"11,154"
2652,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:15,"19:40
+ 1 day",23h 25m,2 Stop(s),"11,469"
2653,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:15,"19:40
+ 1 day",23h 25m,2 Stop(s),"11,469"
2654,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,20:15,"16:35
+ 1 day",20h 20m,3 Stop(s),"11,981"
2655,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,09:30,16:20,6h 50m,1 Stop,"12,138"
2656,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,12:10,"07:40
+ 1 day",19h 30m,2 Stop(s),"13,021"
2657,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:15,"08:15
+ 1 day",25h 00m,2 Stop(s),"13,130"
2658,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:15,"19:40
+ 1 day",36h 25m,2 Stop(s),"13,130"
2659,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,07:15,"19:40
+ 1 day",36h 25m,2 Stop(s),"13,130"
2660,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,09:50,"08:15
+ 1 day",22h 25m,3 Stop(s),"13,149"
2661,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,05:35,16:35,11h 00m,4 Stop(s),"13,713"
2662,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,11:30,"07:40
+ 1 day",20h 10m,2 Stop(s),"13,861"
2663,Air India,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,09:25,"08:15
+ 1 day",22h 50m,2 Stop(s),"13,861"
2664,Vistara,2022-01-28,"Fri, 28 Jan",Mumbai,Lucknow,11:25,"07:40
+ 1 day",20h 15m,2 Stop(s),"17,114"
2665,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,15:15,17:20,2h 05m,Non Stop,"5,942"
2666,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:40,12:50,2h 10m,Non Stop,"5,942"
2667,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:30,21:40,2h 10m,Non Stop,"5,942"
2668,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,09:55,17:25,7h 30m,1 Stop,"5,942"
2669,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,23:45,"07:45
+ 1 day",8h 00m,1 Stop,"5,942"
2670,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,22:40,"06:45
+ 1 day",8h 05m,1 Stop,"5,942"
2671,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:20,17:25,9h 05m,1 Stop,"5,942"
2672,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,21:15,"07:45
+ 1 day",10h 30m,1 Stop,"5,942"
2673,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:45,"07:45
+ 1 day",11h 00m,1 Stop,"5,942"
2674,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:00,17:25,11h 25m,1 Stop,"5,942"
2675,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:15,"06:45
+ 1 day",11h 30m,1 Stop,"5,942"
2676,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:10,"06:45
+ 1 day",12h 35m,1 Stop,"5,942"
2677,Go First,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:00,"07:45
+ 1 day",13h 45m,1 Stop,"5,942"
2678,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,16:05,18:00,1h 55m,Non Stop,"5,943"
2679,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,05:50,07:55,2h 05m,Non Stop,"5,943"
2680,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:05,10:30,2h 25m,Non Stop,"5,943"
2681,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,15:30,4h 45m,1 Stop,"5,943"
2682,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:20,17:40,5h 20m,1 Stop,"5,943"
2683,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:30,14:15,5h 45m,1 Stop,"5,943"
2684,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,07:15,13:25,6h 10m,1 Stop,"5,943"
2685,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:05,16:55,6h 50m,1 Stop,"5,943"
2686,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,07:05,14:15,7h 10m,1 Stop,"5,943"
2687,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:00,14:15,8h 15m,1 Stop,"5,943"
2688,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,11:45,20:00,8h 15m,1 Stop,"5,943"
2689,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:30,16:55,8h 25m,1 Stop,"5,943"
2690,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:15,15:30,9h 15m,1 Stop,"5,943"
2691,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,09:20,18:50,9h 30m,1 Stop,"5,943"
2692,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,07:05,16:55,9h 50m,1 Stop,"5,943"
2693,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:05,20:00,9h 55m,1 Stop,"5,943"
2694,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:00,16:55,10h 55m,1 Stop,"5,943"
2695,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,17:40,6h 55m,2 Stop(s),"5,996"
2696,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:15,17:40,11h 25m,2 Stop(s),"5,996"
2697,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:30,14:40,6h 10m,1 Stop,"8,384"
2698,IndiGo,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:55,14:40,7h 45m,1 Stop,"8,384"
2699,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:25,14:50,4h 25m,1 Stop,"8,451"
2700,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:45,14:50,6h 05m,1 Stop,"8,451"
2701,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:25,18:40,6h 15m,1 Stop,"8,451"
2702,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:25,18:40,8h 15m,1 Stop,"8,451"
2703,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:30,14:50,8h 20m,1 Stop,"8,451"
2704,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:00,14:50,8h 50m,1 Stop,"8,451"
2705,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,22:45,"07:40
+ 1 day",8h 55m,1 Stop,"8,451"
2706,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:45,18:40,9h 55m,1 Stop,"8,451"
2707,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:55,"07:40
+ 1 day",10h 45m,1 Stop,"8,451"
2708,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:45,"07:40
+ 1 day",11h 55m,1 Stop,"8,451"
2709,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:30,18:40,12h 10m,1 Stop,"8,451"
2710,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,06:00,18:40,12h 40m,1 Stop,"8,451"
2711,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:30,"07:40
+ 1 day",13h 10m,1 Stop,"8,451"
2712,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,15:45,"07:40
+ 1 day",15h 55m,1 Stop,"8,451"
2713,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,14:40,"07:40
+ 1 day",17h 00m,1 Stop,"8,451"
2714,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:55,"14:50
+ 1 day",17h 55m,1 Stop,"8,451"
2715,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:45,"14:50
+ 1 day",19h 05m,1 Stop,"8,451"
2716,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:00,19:40,9h 40m,1 Stop,"9,201"
2717,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,21:30,"08:15
+ 1 day",10h 45m,1 Stop,"9,201"
2718,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:00,19:40,11h 40m,1 Stop,"9,201"
2719,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,07:05,19:40,12h 35m,2 Stop(s),"9,201"
2720,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:00,"08:15
+ 1 day",13h 15m,1 Stop,"9,201"
2721,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:00,"08:15
+ 1 day",14h 15m,1 Stop,"9,201"
2722,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,16:00,"08:15
+ 1 day",16h 15m,1 Stop,"9,201"
2723,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,21:30,"14:00
+ 1 day",16h 30m,1 Stop,"9,201"
2724,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,15:35,"08:15
+ 1 day",16h 40m,2 Stop(s),"9,201"
2725,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:00,"14:00
+ 1 day",19h 00m,1 Stop,"9,201"
2726,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:00,"14:00
+ 1 day",20h 00m,1 Stop,"9,201"
2727,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,16:00,"14:00
+ 1 day",22h 00m,1 Stop,"9,201"
2728,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,21:30,"19:40
+ 1 day",22h 10m,1 Stop,"9,201"
2729,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:00,"19:40
+ 1 day",24h 40m,1 Stop,"9,201"
2730,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,18:00,"19:40
+ 1 day",25h 40m,1 Stop,"9,201"
2731,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:20,"19:40
+ 1 day",24h 20m,2 Stop(s),"9,538"
2732,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:00,16:35,8h 35m,2 Stop(s),"9,828"
2733,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,07:05,16:35,9h 30m,3 Stop(s),"9,828"
2734,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,18:40,7h 55m,2 Stop(s),"9,965"
2735,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:20,"14:50
+ 1 day",19h 30m,2 Stop(s),"9,965"
2736,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,19:20,"14:50
+ 1 day",19h 30m,2 Stop(s),"9,965"
2737,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2738,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2739,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,"07:40
+ 1 day",20h 55m,2 Stop(s),"9,965"
2740,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,"14:50
+ 1 day",28h 05m,2 Stop(s),"9,965"
2741,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,10:45,"14:50
+ 1 day",28h 05m,2 Stop(s),"9,965"
2742,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:15,18:40,6h 25m,2 Stop(s),"10,908"
2743,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:15,"07:40
+ 1 day",19h 25m,2 Stop(s),"10,908"
2744,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,05:35,19:40,14h 05m,2 Stop(s),"11,154"
2745,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,05:35,"08:15
+ 1 day",26h 40m,2 Stop(s),"11,154"
2746,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,11:10,"16:35
+ 1 day",29h 25m,3 Stop(s),"11,414"
2747,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:15,"14:00
+ 1 day",17h 45m,2 Stop(s),"11,469"
2748,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:15,"19:40
+ 1 day",23h 25m,2 Stop(s),"11,469"
2749,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:15,"19:40
+ 1 day",23h 25m,2 Stop(s),"11,469"
2750,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:15,"16:35
+ 1 day",32h 20m,3 Stop(s),"12,900"
2751,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:10,18:40,6h 30m,2 Stop(s),"13,021"
2752,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,12:10,"07:40
+ 1 day",19h 30m,2 Stop(s),"13,021"
2753,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,08:15,"08:15
+ 1 day",24h 00m,2 Stop(s),"13,021"
2754,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,20:15,"16:35
+ 1 day",20h 20m,3 Stop(s),"13,713"
2755,Vistara,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,11:30,18:40,7h 10m,2 Stop(s),"13,861"
2756,Air India,2022-01-29,"Sat, 29 Jan",Mumbai,Lucknow,13:25,"16:20
+ 1 day",26h 55m,2 Stop(s),"15,183"
2757,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,07:25,16:40,9h 15m,1 Stop,"5,838"
2758,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,15:15,17:20,2h 05m,Non Stop,"5,942"
2759,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,10:40,12:50,2h 10m,Non Stop,"5,942"
2760,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,19:30,21:40,2h 10m,Non Stop,"5,942"
2761,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,09:55,17:25,7h 30m,1 Stop,"5,942"
2762,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,23:45,"07:45
+ 1 day",8h 00m,1 Stop,"5,942"
2763,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,08:20,17:25,9h 05m,1 Stop,"5,942"
2764,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,21:15,"07:45
+ 1 day",10h 30m,1 Stop,"5,942"
2765,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:00,17:25,11h 25m,1 Stop,"5,942"
2766,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,20:15,"07:45
+ 1 day",11h 30m,1 Stop,"5,942"
2767,Go First,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,18:00,"07:45
+ 1 day",13h 45m,1 Stop,"5,942"
2768,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,16:05,18:00,1h 55m,Non Stop,"5,943"
2769,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,12:55,14:55,2h 00m,Non Stop,"5,943"
2770,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,05:50,07:55,2h 05m,Non Stop,"5,943"
2771,Air India,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,08:05,10:30,2h 25m,Non Stop,"5,943"
2772,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,10:45,15:30,4h 45m,1 Stop,"5,943"
2773,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,16:55,21:55,5h 00m,1 Stop,"5,943"
2774,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,12:20,17:40,5h 20m,1 Stop,"5,943"
2775,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,08:30,14:15,5h 45m,1 Stop,"5,943"
2776,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,07:15,13:25,6h 10m,1 Stop,"5,943"
2777,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:55,13:15,6h 20m,1 Stop,"5,943"
2778,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,10:05,16:55,6h 50m,1 Stop,"5,943"
2779,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,07:05,14:15,7h 10m,1 Stop,"5,943"
2780,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:15,14:00,7h 45m,1 Stop,"5,943"
2781,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,14:05,21:55,7h 50m,1 Stop,"5,943"
2782,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:00,14:15,8h 15m,1 Stop,"5,943"
2783,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,11:45,20:00,8h 15m,1 Stop,"5,943"
2784,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,08:30,16:55,8h 25m,1 Stop,"5,943"
2785,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:15,15:30,9h 15m,1 Stop,"5,943"
2786,IndiGo,2022-01-30,"Sun, 30 Jan",Mumbai,Lucknow,06:35,16:00,9h 25m,1 Stop,"5,943"
